 


  
  

NCAA Men's Basketball
Division IWon-Lost Percentage
Through Games 03/11/2020


"Rank","Name","W","L","Pct"
"73","BYU","32","24-8","513","16.0","0"
"74","Oregon St.","31","18-13","497","16.0","0"
"","Illinois","31","21-10","497","16.0","0"
"76","UT Martin","29","9-20","465","16.0","3"
"77","North Florida","33","21-12","530","16.1","1"
"78","Davidson","30","16-14","482","16.1","1"
"79","UMBC","33","16-17","532","16.1","0"
"80","Wright St.","32","25-7","516","16.1","3"
"81","Iowa St.","32","12-20","517","16.2","0"
"82","South Alabama","31","20-11","501","16.2","2"
"83","Grand Canyon","30","13-17","485","16.2","0"
"84","Vermont","33","26-7","534","16.2","0"
"","Samford","33","10-23","534","16.2","3"
"86","Gardner-Webb","32","16-16","520","16.3","7"
"87","Stanford","32","20-12","521","16.3","0"
"88","Fairleigh Dickinson","30","11-19","489","16.3","0"
"89","Drexel","33","14-19","538","16.3","1"
"90","Central Mich.","32","14-18","522","16.3","0"
"","Syracuse","32","18-14","522","16.3","0"
"92","SMU","30","19-11","491","16.4","0"
"93","Fairfield","32","12-20","524","16.4","1"
"","Rice","32","15-17","524","16.4","4"
"95","TCU","32","16-16","525","16.4","0"
"96","Ga. Southern","33","20-13","542","16.4","0"
"97","Eastern Ill.","32","17-15","526","16.4","5"
"98","UAB","32","19-13","527","16.5","4"
"99","Delaware","33","22-11","544","16.5","0"
"","Stony Brook","33","20-13","544","16.5","0"
"101","Siena","30","20-10","495","16.5","1"
"102","Binghamton","29","10-19","479","16.5","0"
"103","Saint Mary's (CA)","34","26-8","562","16.5","0"
"104","Fresno St.","30","11-19","496","16.5","5"
"105","Bradley","34","23-11","563","16.6","4"
"106","Mt. St. Mary's","32","11-21","530","16.6","0"
"107","Lamar University","32","17-15","531","16.6","2"
"108","UCF","30","16-14","498","16.6","0"
"109","Minnesota","31","15-16","515","16.6","0"
"110","Omaha","32","16-16","532","16.6","0"
"","Ohio","32","17-15","532","16.6","0"
"","George Washington","32","12-20","532","16.6","2"
"113","Robert Morris","34","20-14","566","16.6","1"
"","Drake","34","20-14","566","16.6","4"
"115","Dartmouth","29","12-17","483","16.7","2"
"116","Saint Francis (PA)","32","22-10","533","16.7","1"
"","Albany (NY)","32","14-18","533","16.7","0"
"","South Dakota St.","32","22-10","533","16.7","0"
"119","North Carolina","33","14-19","550","16.7","0"
"120","Northwestern","31","8-23","517","16.7","0"
"121","Air Force","32","12-20","534","16.7","0"
"","Evansville","32","9-23","534","16.7","7"
"","McNeese","32","15-17","534","16.7","0"
"","San Diego St.","32","30-2","534","16.7","1"
"125","Brown","27","15-12","451","16.7","2"
"126","Xavier","32","19-13","535","16.7","5"
"127","Southern California","31","22-9","519","16.7","0"
"","Butler","31","22-9","519","16.7","1"
"129","UMass Lowell","32","13-19","536","16.8","1"
"130","Northeastern","33","17-16","553","16.8","4"
"131","Rutgers","31","20-11","520","16.8","0"
"","Detroit Mercy","31","8-23","520","16.8","1"
"133","George Mason","32","17-15","537","16.8","0"
"134","Oral Roberts","31","17-14","521","16.8","0"
"","UC Santa Barbara","31","21-10","521","16.8","0"
"136","La.-Monroe","29","9-20","488","16.8","0"
"137","Kennesaw St.","29","1-28","489","16.9","2"
"138","NJIT","30","9-21","506","16.9","2"
"139","Michigan St.","31","22-9","523","16.9","0"
"","Col. of Charleston","31","17-14","523","16.9","3"
"141","Louisville","31","24-7","524","16.9","0"
"142","Louisiana Tech","30","22-8","508","16.9","1"
"143","Fla. Atlantic","32","17-15","542","16.9","9"
"144","Wofford","35","19-16","593","16.9","2"
"145","Baylor","30","26-4","509","17.0","0"
"","Indiana St.","30","18-12","509","17.0","0"
"147","Eastern Mich.","32","16-16","544","17.0","6"
"148","LIU Brooklyn","33","15-18","562","17.0","0"
"149","Old Dominion","32","13-19","545","17.0","6"
"150","Florida","31","19-12","528","17.0","0"
"151","Cornell","27","7-20","460","17.0","3"
"152","Portland","32","9-23","546","17.1","0"
"153","Dayton","31","29-2","529","17.1","1"
"154","Illinois St.","31","10-21","530","17.1","3"
"","North Texas","31","20-11","530","17.1","1"
"156","The Citadel","30","6-24","513","17.1","1"
"157","Ohio St.","31","21-10","531","17.1","1"
"158","Indiana","32","20-12","549","17.2","0"
"159","St. Bonaventure","31","19-12","532","17.2","0"
"","Western Caro.","31","19-12","532","17.2","2"
"161","Valparaiso","35","19-16","602","17.2","6"
"162","Boise St.","32","20-12","551","17.2","2"
"163","FIU","32","19-13","553","17.3","2"
"164","Fordham","31","9-22","536","17.3","0"
"165","Rhode Island","30","21-9","519","17.3","3"
"166","Idaho","32","8-24","554","17.3","0"
"","CSUN","32","15-17","554","17.3","0"
"168","Washington","32","15-17","555","17.3","0"
"169","Oregon","31","24-7","538","17.4","0"
"170","American","30","16-14","521","17.4","0"
"171","Saint Joseph's","32","6-26","556","17.4","3"
"172","Rider","30","18-12","522","17.4","1"
"173","Harvard","29","21-8","505","17.4","1"
"174","Hartford","33","18-15","575","17.4","0"
"175","James Madison","30","9-21","523","17.4","2"
"176","UNCW","32","10-22","559","17.5","0"
"","UC Riverside","32","17-15","559","17.5","0"
"178","Mississippi St.","31","20-11","542","17.5","0"
"","Florida St.","31","26-5","542","17.5","0"
"180","North Dakota","33","15-18","577","17.5","0"
"181","Penn St.","31","21-10","543","17.5","0"
"","Montana St.","31","16-15","543","17.5","2"
"183","South Dakota","32","20-12","561","17.5","0"
"184","Youngstown St.","33","18-15","579","17.5","1"
"185","South Fla.","31","14-17","544","17.5","2"
"","Purdue","31","16-15","544","17.5","4"
"187","Radford","32","21-11","562","17.6","2"
"","Washington St.","32","16-16","562","17.6","0"
"189","Sacramento St.","30","16-14","527","17.6","0"
"","Hawaii","30","17-13","527","17.6","0"
"191","Texas Tech","31","18-13","545","17.6","0"
"","Bowling Green","31","21-10","545","17.6","4"
"193","ETSU","34","30-4","598","17.6","0"
"194","UTEP","32","17-15","563","17.6","1"
"195","Campbell","31","15-16","546","17.6","3"
"","Coppin St.","31","11-20","546","17.6","12"
"197","Loyola Maryland","32","15-17","564","17.6","3"
"","Lehigh","32","11-21","564","17.6","4"
"199","Maine","31","9-22","547","17.6","1"
"200","San Francisco","34","22-12","600","17.6","0"
"201","Long Beach St.","32","11-21","565","17.7","0"
"202","Akron","31","24-7","548","17.7","1"
"","Northern Ill.","31","18-13","548","17.7","0"
"204","Murray St.","32","23-9","566","17.7","4"
"205","Louisiana","33","14-19","584","17.7","1"
"206","Temple","31","14-17","549","17.7","0"
"207","UT Arlington","32","14-18","569","17.8","0"
"","Holy Cross","32","3-29","569","17.8","4"
"209","Utah Valley","30","11-19","534","17.8","0"
"210","IUPUI","32","7-25","571","17.8","2"
"211","Oklahoma St.","32","18-14","572","17.9","0"
"212","Western Mich.","32","13-19","573","17.9","0"
"213","Alabama A&M","30","8-22","538","17.9","5"
"214","Northern Ky.","32","23-9","574","17.9","1"
"215","VMI","33","9-24","592","17.9","1"
"216","Western Ill.","26","5-21","467","18.0","0"
"217","Duke","31","25-6","557","18.0","0"
"218","Cincinnati","30","20-10","540","18.0","1"
"219","UMES","32","5-27","579","18.1","3"
"220","NC State","32","20-12","580","18.1","0"
"221","Missouri St.","33","16-17","599","18.2","7"
"222","Tennessee","31","17-14","563","18.2","1"
"223","Pepperdine","32","16-16","582","18.2","0"
"224","Towson","32","19-13","583","18.2","3"
"225","Eastern Ky.","33","16-17","602","18.2","5"
"226","San Diego","32","9-23","584","18.3","2"
"","Miami (OH)","32","13-19","584","18.3","0"
"228","New Hampshire","30","15-15","548","18.3","0"
"229","UNC Greensboro","32","23-9","585","18.3","2"
"230","Massachusetts","31","14-17","567","18.3","8"
"","San Jose St.","31","7-24","567","18.3","0"
"232","Alcorn","30","15-15","549","18.3","1"
"233","Austin Peay","33","21-12","604","18.3","2"
"234","Kentucky","31","25-6","568","18.3","2"
"","Texas","31","19-12","568","18.3","1"
"236","Portland St.","32","18-14","587","18.3","0"
"237","Saint Louis","31","23-8","569","18.4","1"
"","VCU","31","18-13","569","18.4","2"
"239","UC Irvine","32","21-11","588","18.4","3"
"","Bryant","32","15-17","588","18.4","0"
"241","Grambling","32","17-15","589","18.4","2"
"242","UCLA","31","19-12","571","18.4","0"
"243","Marist","30","7-23","553","18.4","1"
"244","High Point","32","9-23","590","18.4","1"
"245","West Virginia","31","21-10","572","18.5","1"
"246","Howard","33","4-29","609","18.5","16"
"247","Cal St. Fullerton","31","11-20","574","18.5","1"
"248","UC Davis","32","14-18","593","18.5","0"
"","Arizona","32","21-11","593","18.5","0"
"250","Seton Hall","30","21-9","557","18.6","0"
"251","Iona","29","12-17","539","18.6","0"
"252","Bucknell","34","14-20","632","18.6","5"
"253","Presbyterian","32","10-22","595","18.6","4"
"254","UConn","31","19-12","577","18.6","3"
"","Wichita St.","31","23-8","577","18.6","0"
"","Southeast Mo. St.","31","7-24","577","18.6","8"
"","Arizona St.","31","20-11","577","18.6","0"
"","Little Rock","31","21-10","577","18.6","2"
"259","Longwood","32","14-18","596","18.6","2"
"","Kent St.","32","20-12","596","18.6","4"
"261","Eastern Wash.","31","23-8","578","18.6","0"
"262","South Carolina St.","29","11-18","541","18.7","7"
"263","Texas St.","32","21-11","597","18.7","0"
"264","Central Conn. St.","31","4-27","581","18.7","1"
"","Providence","31","19-12","581","18.7","5"
"266","Buffalo","32","20-12","600","18.8","2"
"267","Mercer","32","17-15","601","18.8","0"
"","California","32","14-18","601","18.8","0"
"269","Marshall","32","17-15","602","18.8","13"
"","St. John's (NY)","32","17-15","602","18.8","0"
"271","Canisius","32","12-20","603","18.8","2"
"272","Incarnate Word","31","9-22","585","18.9","1"
"","Troy","31","9-22","585","18.9","0"
"274","Georgia","32","16-16","604","18.9","5"
"275","St. Francis Brooklyn","31","13-18","586","18.9","0"
"276","LMU (CA)","32","11-21","606","18.9","0"
"277","USC Upstate","33","13-20","626","19.0","0"
"","Wyoming","33","9-24","626","19.0","9"
"279","N.C. Central","31","18-13","589","19.0","5"
"280","Texas Southern","32","16-16","610","19.1","4"
"281","Georgia Tech","31","17-14","591","19.1","0"
"282","Marquette","30","18-12","572","19.1","0"
"283","DePaul","32","16-16","611","19.1","1"
"","Kansas St.","32","11-21","611","19.1","0"
"285","Wake Forest","31","13-18","592","19.1","0"
"286","Hampton","34","15-19","650","19.1","13"
"287","Nicholls St.","31","21-10","594","19.2","0"
"288","Pacific","33","23-10","633","19.2","0"
"289","A&M-Corpus Christi","32","14-18","614","19.2","0"
"","Vanderbilt","32","11-21","614","19.2","1"
"291","Green Bay","33","17-16","634","19.2","2"
"292","Florida A&M","27","12-15","519","19.2","9"
"293","New Orleans","30","9-21","577","19.2","0"
"294","Auburn","31","25-6","597","19.3","0"
"295","Southern Utah","32","17-15","620","19.4","0"
"296","Ole Miss","32","15-17","621","19.4","1"
"297","Elon","34","13-21","660","19.4","13"
"298","UNC Asheville","31","15-16","604","19.5","7"
"299","UIC","35","18-17","683","19.5","2"
"300","Norfolk St.","31","16-15","605","19.5","9"
"301","La Salle","30","15-15","586","19.5","1"
"","Mississippi Val.","30","3-27","586","19.5","12"
"303","Memphis","31","21-10","607","19.6","0"
"","SIUE","31","8-23","607","19.6","1"
"305","Jackson St.","32","15-17","627","19.6","0"
"306","Northwestern St.","30","15-15","588","19.6","0"
"307","Houston","31","23-8","608","19.6","0"
"308","Nevada","31","19-12","609","19.6","3"
"309","Bethune-Cookman","30","16-14","592","19.7","13"
"310","UTRGV","30","14-16","596","19.9","0"
"311","Arkansas","32","20-12","638","19.9","4"
"","Alabama St.","32","8-24","638","19.9","0"
"313","Middle Tenn.","31","8-23","620","20.0","2"
"314","Monmouth","31","18-13","621","20.0","0"
"315","Seattle U","29","14-15","581","20.0","0"
"316","Alabama","31","16-15","622","20.1","0"
"317","Winthrop","34","24-10","684","20.1","12"
"318","UTSA","32","13-19","644","20.1","6"
"319","Houston Baptist","29","4-25","586","20.2","0"
"320","Denver","31","7-24","627","20.2","1"
"321","Santa Clara","33","20-13","668","20.2","0"
"322","Cleveland St.","32","11-21","648","20.3","10"
"323","Montana","31","18-13","628","20.3","0"
"324","Tennessee St.","33","18-15","674","20.4","6"
"325","Chicago St.","29","4-25","593","20.4","5"
"326","Manhattan","31","13-18","634","20.5","0"
"327","Arkansas St.","32","16-16","655","20.5","1"
"328","UNLV","32","17-15","657","20.5","3"
"329","Central Ark.","31","10-21","637","20.5","0"
"330","Ark.-Pine Bluff","30","4-26","617","20.6","1"
"331","Sam Houston St.","31","18-13","642","20.7","0"
"332","Delaware St.","32","6-26","663","20.7","1"
"333","East Carolina","31","11-20","643","20.7","3"
"334","Wagner","29","8-21","604","20.8","0"
"335","N.C. A&T","32","17-15","668","20.9","13"
"336","SFA","31","28-3","649","20.9","0"
"337","Cal Poly","30","7-23","629","21.0","0"
"","Saint Peter's","30","18-12","629","21.0","1"
"339","Southeastern La.","31","8-23","654","21.1","3"
"340","Missouri","31","15-16","656","21.2","10"
"341","Abilene Christian","31","20-11","661","21.3","0"
"342","UMKC","30","16-14","640","21.3","2"
"343","CSU Bakersfield","31","12-19","662","21.4","0"
"344","Georgia St.","32","19-13","684","21.4","4"
"345","Milwaukee","31","12-19","668","21.5","2"
"346","Southern U.","31","17-15","679","21.9","3"
"347","Prairie View","32","19-13","705","22.0","1"
"348","Coastal Caro.","33","16-17","728","22.1","2"
"349","Morgan St.","31","15-16","698","22.5","16"
"350","South Carolina","31","18-13","723","23.3","9"
Reclassifying
"NR","Merrimack","31","20-11","536","17.3","0"
"NR","California Baptist","31","21-10","571","18.4","0"
"NR","North Ala.","30","13-17","590","19.7","5"

NCAA Men's Basketball
Division ITotal Blocks
Through Games 03/11/2020


"Rank","Name","GM","W-L","BLKS"
"1","FIU","32","19-13","210"
"2","Washington","32","15-17","192"
"3","Marshall","32","17-15","190"
"4","Duke","31","25-6","188"
"5","UConn","31","19-12","185"
"6","Memphis","31","21-10","184"
"7","Seton Hall","30","21-9","174"
"","Tennessee","31","17-14","174"
"9","Florida St.","31","26-5","162"
"10","Duquesne","30","21-9","161"
"11","DePaul","32","16-16","159"
"","Central Ark.","31","10-21","159"
"13","Mississippi St.","31","20-11","158"
"14","Utah Valley","30","11-19","157"
"15","TCU","32","16-16","156"
"","Michigan St.","31","22-9","156"
"17","Kentucky","31","25-6","153"
"","Harvard","29","21-8","153"
"19","Southern California","31","22-9","152"
"","Stony Brook","33","20-13","152"
"","UIC","35","18-17","152"
"22","Houston","31","23-8","151"
"","Oregon St.","31","18-13","151"
"","Auburn","31","25-6","151"
"25","Penn St.","31","21-10","150"
"","Gardner-Webb","32","16-16","150"
"27","George Mason","32","17-15","149"
"28","Buffalo","32","20-12","147"
"","Virginia","30","23-7","147"
"30","Cincinnati","30","20-10","146"
"","Lamar University","32","17-15","146"
"32","NC State","32","20-12","145"
"","Kansas","31","28-3","145"
"34","Minnesota","31","15-16","144"
"35","Syracuse","32","18-14","143"
"36","Georgia Tech","31","17-14","142"
"","Rutgers","31","20-11","142"
"38","Eastern Ill.","32","17-15","141"
"","Bradley","34","23-11","141"
"","Morehead St.","32","13-19","141"
"41","FGCU","32","10-22","140"
"","St. Francis Brooklyn","31","13-18","140"
"","Indiana","32","20-12","140"
"","Michigan","31","19-12","140"
"","Bryant","32","15-17","140"
"46","Saint Peter's","30","18-12","138"
"","Lafayette","31","19-12","138"
"","UNC Greensboro","32","23-9","138"
"49","Alabama","31","16-15","136"
"","Tennessee St.","33","18-15","136"
"51","Iowa St.","32","12-20","135"
"","Oklahoma","31","19-12","135"
"","Georgia St.","32","19-13","135"
"54","Maryland","31","24-7","134"
"","VCU","31","18-13","134"
"","South Carolina","31","18-13","134"
"","Sacred Heart","33","20-13","134"
"58","Texas","31","19-12","133"
"59","Baylor","30","26-4","132"
"","Morgan St.","31","15-16","132"
"","Drake","34","20-14","132"
"","Northwestern St.","30","15-15","132"
"","Kent St.","32","20-12","132"
"","Southern Utah","32","17-15","132"
"","Portland St.","32","18-14","132"
"","Long Beach St.","32","11-21","132"
"67","Georgetown","32","15-17","130"
"","Saint Louis","31","23-8","130"
"","George Washington","32","12-20","130"
"70","Pacific","33","23-10","129"
"71","Hampton","34","15-19","128"
"","William & Mary","32","21-11","128"
"","Grambling","32","17-15","128"
"74","Ga. Southern","33","20-13","127"
"","St. John's (NY)","32","17-15","127"
"","Marquette","30","18-12","127"
"","Gonzaga","33","31-2","127"
"78","Arkansas","32","20-12","125"
"","North Florida","33","21-12","125"
"","Weber St.","32","12-20","125"
"","Murray St.","32","23-9","125"
"82","Texas Tech","31","18-13","124"
"","McNeese","32","15-17","124"
"84","Manhattan","31","13-18","123"
"85","Florida","31","19-12","121"
"","ETSU","34","30-4","121"
"","Oklahoma St.","32","18-14","121"
"","Pepperdine","32","16-16","121"
"","LSU","31","21-10","121"
"90","Sacramento St.","30","16-14","120"
"","Iowa","31","20-11","120"
"92","UC Irvine","32","21-11","119"
"","Arizona","32","21-11","119"
"","Stanford","32","20-12","119"
"","Western Ky.","30","20-10","119"
"","Howard","33","4-29","119"
"","Miami (FL)","31","15-16","119"
"98","Brown","27","15-12","118"
"","Notre Dame","32","20-12","118"
"","Jackson St.","32","15-17","118"
"101","N.C. A&T","32","17-15","117"
"","Bucknell","34","14-20","117"
"103","Valparaiso","35","19-16","116"
"","North Carolina","33","14-19","116"
"","Rhode Island","30","21-9","116"
"106","Wichita St.","31","23-8","115"
"","Nicholls St.","31","21-10","115"
"","South Alabama","31","20-11","115"
"109","High Point","32","9-23","114"
"","Portland","32","9-23","114"
"","Wisconsin","31","21-10","114"
"","Xavier","32","19-13","114"
"113","Fresno St.","30","11-19","113"
"","Pittsburgh","33","16-17","113"
"","Wright St.","32","25-7","113"
"","Little Rock","31","21-10","113"
"117","Quinnipiac","30","15-15","112"
"","Eastern Wash.","31","23-8","112"
"119","West Virginia","31","21-10","111"
"","Vermont","33","26-7","111"
"","Samford","33","10-23","111"
"","UTRGV","30","14-16","111"
"","LIU Brooklyn","33","15-18","111"
"124","Santa Clara","33","20-13","110"
"125","Nevada","31","19-12","109"
"","Delaware","33","22-11","109"
"","Purdue","31","16-15","109"
"","Utah St.","34","26-8","109"
"","Dayton","31","29-2","109"
"130","Iona","29","12-17","108"
"","San Diego","32","9-23","108"
"","Toledo","32","17-15","108"
"133","American","30","16-14","107"
"","Ohio St.","31","21-10","107"
"","Maine","31","9-22","107"
"136","Belmont","33","26-7","106"
"","San Francisco","34","22-12","106"
"","South Dakota St.","32","22-10","106"
"139","Central Conn. St.","31","4-27","105"
"","Ball St.","31","18-13","105"
"","Omaha","32","16-16","105"
"","St. Bonaventure","31","19-12","105"
"","Eastern Mich.","32","16-16","105"
"","UCLA","31","19-12","105"
"","Mt. St. Mary's","32","11-21","105"
"146","Georgia","32","16-16","104"
"","Vanderbilt","32","11-21","104"
"","Arizona St.","31","20-11","104"
"149","Louisiana","33","14-19","103"
"","UTEP","32","17-15","103"
"151","UMES","32","5-27","102"
"","Green Bay","33","17-16","102"
"","Oregon","31","24-7","102"
"","San Jose St.","31","7-24","102"
"","Providence","31","19-12","102"
"","Indiana St.","30","18-12","102"
"157","Montana","31","18-13","101"
"","Yale","30","23-7","101"
"","Northwestern","31","8-23","101"
"","SFA","31","28-3","101"
"","CSUN","32","15-17","101"
"","Towson","32","19-13","101"
"163","Austin Peay","33","21-12","100"
"164","Massachusetts","31","14-17","99"
"","Missouri","31","15-16","99"
"","Oakland","33","14-19","99"
"","Charlotte","29","16-13","99"
"","Fairleigh Dickinson","30","11-19","99"
"169","A&M-Corpus Christi","32","14-18","98"
"","Colgate","34","25-9","98"
"","Alcorn","30","15-15","98"
"172","Colorado","32","21-11","97"
"","Ark.-Pine Bluff","30","4-26","97"
"174","SMU","30","19-11","96"
"","La.-Monroe","29","9-20","96"
"","UNCW","32","10-22","96"
"177","Virginia Tech","32","16-16","95"
"","Liberty","34","30-4","95"
"","Milwaukee","31","12-19","95"
"","New Mexico","33","19-14","95"
"181","CSU Bakersfield","31","12-19","94"
"","Coppin St.","31","11-20","94"
"","Detroit Mercy","31","8-23","94"
"","East Carolina","31","11-20","94"
"","UMKC","30","16-14","94"
"","N.C. Central","31","18-13","94"
"","Texas St.","32","21-11","94"
"","Temple","31","14-17","94"
"","Texas Southern","32","16-16","94"
"190","Tennessee Tech","31","9-22","93"
"","Loyola Maryland","32","15-17","93"
"","Drexel","33","14-19","93"
"","Columbia","30","6-24","93"
"","La Salle","30","15-15","93"
"","Cal St. Fullerton","31","11-20","93"
"","UAB","32","19-13","93"
"197","Siena","30","20-10","92"
"","Coastal Caro.","33","16-17","92"
"","Wofford","35","19-16","92"
"200","SIUE","31","8-23","91"
"","Sam Houston St.","31","18-13","91"
"","Ole Miss","32","15-17","91"
"","Akron","31","24-7","91"
"","Jacksonville","32","14-18","91"
"","Campbell","31","15-16","91"
"","Middle Tenn.","31","8-23","91"
"207","Seattle U","29","14-15","90"
"","UT Arlington","32","14-18","90"
"","Albany (NY)","32","14-18","90"
"","Penn","27","16-11","90"
"","Furman","32","25-7","90"
"","Saint Joseph's","32","6-26","90"
"213","Prairie View","32","19-13","89"
"","Old Dominion","32","13-19","89"
"","Bethune-Cookman","30","16-14","89"
"","Illinois","31","21-10","89"
"","Purdue Fort Wayne","33","14-19","89"
"","NJIT","30","9-21","89"
"219","San Diego St.","32","30-2","88"
"","North Texas","31","20-11","88"
"","UNLV","32","17-15","88"
"","Binghamton","29","10-19","88"
"","Holy Cross","32","3-29","88"
"","Fairfield","32","12-20","88"
"","The Citadel","30","6-24","88"
"","Marist","30","7-23","88"
"227","Mississippi Val.","30","3-27","87"
"","UCF","30","16-14","87"
"","James Madison","30","9-21","87"
"","Wake Forest","31","13-18","87"
"231","Utah","31","16-15","86"
"","Troy","31","9-22","86"
"","Texas A&M","30","16-14","86"
"","UTSA","32","13-19","86"
"","UC Riverside","32","17-15","86"
"","South Dakota","32","20-12","86"
"","Saint Francis (PA)","32","22-10","86"
"","Monmouth","31","18-13","86"
"","Missouri St.","33","16-17","86"
"240","Northern Ill.","31","18-13","85"
"","Arkansas St.","32","16-16","85"
"","Washington St.","32","16-16","85"
"","Youngstown St.","33","18-15","85"
"244","Lipscomb","32","16-16","84"
"","Cleveland St.","32","11-21","84"
"","Winthrop","34","24-10","84"
"247","UMass Lowell","32","13-19","83"
"","Louisville","31","24-7","83"
"","VMI","33","9-24","83"
"","Mercer","32","17-15","83"
"251","Jacksonville St.","32","13-19","82"
"","Boston College","32","13-19","82"
"","Butler","31","22-9","82"
"","Charleston So.","32","14-18","82"
"255","Villanova","31","24-7","81"
"","Abilene Christian","31","20-11","81"
"","Davidson","30","16-14","81"
"258","UT Martin","29","9-20","80"
"","USC Upstate","33","13-20","80"
"","Incarnate Word","31","9-22","80"
"","California","32","14-18","80"
"","Central Mich.","32","14-18","80"
"","Canisius","32","12-20","80"
"","Fordham","31","9-22","80"
"265","Stetson","33","16-17","79"
"","Oral Roberts","31","17-14","79"
"","Nebraska","32","7-25","79"
"","Col. of Charleston","31","17-14","79"
"","Creighton","31","24-7","79"
"","IUPUI","32","7-25","79"
"","UMBC","33","16-17","79"
"272","Southern Miss.","31","9-22","78"
"","Rider","30","18-12","78"
"","UC Santa Barbara","31","21-10","78"
"","Kansas St.","32","11-21","78"
"","Hartford","33","18-15","78"
"","Cornell","27","7-20","78"
"278","Richmond","31","24-7","77"
"","Boston U.","34","21-13","77"
"","Illinois St.","31","10-21","77"
"","Lehigh","32","11-21","77"
"282","Tulane","30","12-18","76"
"","North Dakota","33","15-18","76"
"","North Dakota St.","33","25-8","76"
"285","Southern U.","31","17-15","75"
"","Louisiana Tech","30","22-8","75"
"","Miami (OH)","32","13-19","75"
"288","Evansville","32","9-23","74"
"","Dartmouth","29","12-17","74"
"","Appalachian St.","33","18-15","74"
"","Cal Poly","30","7-23","74"
"","Clemson","31","16-15","74"
"293","Ohio","32","17-15","73"
"","Northern Colo.","31","22-9","73"
"","Norfolk St.","31","16-15","73"
"","Chicago St.","29","4-25","73"
"","Western Mich.","32","13-19","73"
"","Idaho St.","30","8-22","73"
"","Hofstra","34","26-8","73"
"","UNC Asheville","31","15-16","73"
"301","Denver","31","7-24","72"
"","Montana St.","31","16-15","72"
"303","UNI","31","25-6","71"
"","Niagara","32","12-20","71"
"","Bowling Green","31","21-10","71"
"","Delaware St.","32","6-26","71"
"","Idaho","32","8-24","71"
"308","Tulsa","31","21-10","70"
"","Alabama St.","32","8-24","70"
"","Eastern Ky.","33","16-17","70"
"311","Saint Mary's (CA)","34","26-8","68"
"","Wagner","29","8-21","68"
"","Radford","32","21-11","68"
"","Robert Morris","34","20-14","68"
"315","Rice","32","15-17","67"
"","BYU","32","24-8","67"
"","Longwood","32","14-18","67"
"","LMU (CA)","32","11-21","67"
"319","Northern Ky.","32","23-9","66"
"","Fla. Atlantic","32","17-15","66"
"","Wyoming","33","9-24","66"
"322","Southern Ill.","32","16-16","65"
"323","Houston Baptist","29","4-25","64"
"","Southeast Mo. St.","31","7-24","64"
"","Colorado St.","32","20-12","64"
"","Elon","34","13-21","64"
"","New Hampshire","30","15-15","64"
"328","South Fla.","31","14-17","63"
"","Alabama A&M","30","8-22","63"
"","Hawaii","30","17-13","63"
"331","New Orleans","30","9-21","62"
"","Northern Ariz.","30","16-14","62"
"333","Princeton","27","14-13","59"
"","Southeastern La.","31","8-23","59"
"335","Northeastern","33","17-16","58"
"336","Western Ill.","26","5-21","57"
"","UC Davis","32","14-18","57"
"","Kennesaw St.","29","1-28","57"
"339","Western Caro.","31","19-12","56"
"340","New Mexico St.","31","25-6","55"
"","Presbyterian","32","10-22","55"
"342","South Carolina St.","29","11-18","53"
"343","Navy","30","14-16","51"
"","Florida A&M","27","12-15","51"
"","Loyola Chicago","32","21-11","51"
"346","Army West Point","30","15-15","49"
"","Chattanooga","33","20-13","49"
"348","Boise St.","32","20-12","46"
"349","Air Force","32","12-20","43"
"350","Grand Canyon","30","13-17","40"
Reclassifying
"NR","California Baptist","31","21-10","110"
"NR","Merrimack","31","20-11","92"
"NR","North Ala.","30","13-17","71"

NCAA Men's Basketball
Division ITotal Assists
Through Games 03/11/2020


"Rank","Name","GM","W-L","AST"
"1","Belmont","33","26-7","604"
"2","Robert Morris","34","20-14","562"
"3","Utah St.","34","26-8","561"
"4","BYU","32","24-8","556"
"5","Gonzaga","33","31-2","550"
"6","Michigan St.","31","22-9","549"
"7","Dayton","31","29-2","546"
"8","Eastern Wash.","31","23-8","543"
"9","Winthrop","34","24-10","542"
"10","Iowa","31","20-11","538"
"11","Green Bay","33","17-16","534"
"12","Valparaiso","35","19-16","533"
"13","VMI","33","9-24","528"
"","Notre Dame","32","20-12","528"
"15","McNeese","32","15-17","522"
"16","North Florida","33","21-12","517"
"17","Santa Clara","33","20-13","507"
"","Drake","34","20-14","507"
"19","Colorado St.","32","20-12","497"
"","Hampton","34","15-19","497"
"21","Loyola Maryland","32","15-17","495"
"22","New Mexico","33","19-14","494"
"","UIC","35","18-17","494"
"24","Arizona","32","21-11","492"
"25","Colgate","34","25-9","491"
"26","Sam Houston St.","31","18-13","490"
"27","Creighton","31","24-7","489"
"28","Army West Point","30","15-15","487"
"29","Richmond","31","24-7","482"
"30","Georgetown","32","15-17","479"
"","Duke","31","25-6","479"
"32","UT Arlington","32","14-18","478"
"33","Texas Tech","31","18-13","477"
"34","Drexel","33","14-19","475"
"","Pepperdine","32","16-16","475"
"","UC Irvine","32","21-11","475"
"","Furman","32","25-7","475"
"38","San Diego St.","32","30-2","474"
"39","Buffalo","32","20-12","473"
"","Lafayette","31","19-12","473"
"41","North Carolina","33","14-19","472"
"","Wofford","35","19-16","472"
"43","ETSU","34","30-4","471"
"","LIU Brooklyn","33","15-18","471"
