 


  
  

NCAA Men's Basketball
Division IWon-Lost Percentage
Through Games 03/11/2020


"Rank","Name","W","L","Pct"
"53","Montana","31","18-13","174","486","35.8"
"54","Colgate","34","25-9","342","957","35.7"
"55","Central Conn. St.","31","4-27","200","560","35.7"
"56","Chattanooga","33","20-13","281","787","35.7"
"57","Fairleigh Dickinson","30","11-19","222","622","35.7"
"58","Quinnipiac","30","15-15","310","869","35.7"
"59","Princeton","27","14-13","235","659","35.7"
"60","Louisiana Tech","30","22-8","251","704","35.7"
"61","Delaware","33","22-11","251","705","35.6"
"62","North Dakota St.","33","25-8","303","852","35.6"
"63","Northwestern St.","30","15-15","234","658","35.6"
"64","Illinois St.","31","10-21","258","726","35.5"
"65","Radford","32","21-11","251","707","35.5"
"66","Texas Tech","31","18-13","224","631","35.5"
"67","Siena","30","20-10","198","558","35.5"
"68","VMI","33","9-24","359","1012","35.5"
"69","New Mexico St.","31","25-6","283","798","35.5"
"70","UC Irvine","32","21-11","198","559","35.4"
"71","Santa Clara","33","20-13","249","703","35.4"
"72","Missouri St.","33","16-17","230","650","35.4"
"73","Wofford","35","19-16","336","952","35.3"
"74","Arizona","32","21-11","233","661","35.2"
"75","Belmont","33","26-7","320","908","35.2"
"76","Wisconsin","31","21-10","269","764","35.2"
"77","UC Riverside","32","17-15","254","722","35.2"
"78","TCU","32","16-16","274","779","35.2"
"79","Duke","31","25-6","217","617","35.2"
"80","Furman","32","25-7","302","859","35.2"
"81","Virginia Tech","32","16-16","315","896","35.2"
"82","Pepperdine","32","16-16","255","726","35.1"
"83","Florida St.","31","26-5","230","655","35.1"
"84","Long Beach St.","32","11-21","187","533","35.1"
"85","Colorado","32","21-11","241","687","35.1"
"","Tennessee St.","33","18-15","241","687","35.1"
"87","Baylor","30","26-4","230","656","35.1"
"88","Wake Forest","31","13-18","204","582","35.1"
"89","Southern California","31","22-9","200","571","35.0"
"90","Campbell","31","15-16","247","706","35.0"
"91","UTSA","32","13-19","308","881","35.0"
"92","FIU","32","19-13","286","819","34.9"
"93","Cal Poly","30","7-23","200","573","34.9"
"94","Alabama","31","16-15","334","957","34.9"
"95","Drexel","33","14-19","241","691","34.9"
"96","Eastern Wash.","31","23-8","288","826","34.9"
"97","Idaho St.","30","8-22","192","551","34.8"
"98","Ohio","32","17-15","272","781","34.8"
"99","Michigan St.","31","22-9","239","687","34.8"
"100","Florida","31","19-12","221","636","34.7"
"101","South Dakota St.","32","22-10","235","677","34.7"
"102","Iowa","31","20-11","244","703","34.7"
"103","Col. of Charleston","31","17-14","237","683","34.7"
"104","William & Mary","32","21-11","239","690","34.6"
"105","VCU","31","18-13","231","667","34.6"
"106","Austin Peay","33","21-12","223","644","34.6"
"107","Little Rock","31","21-10","188","543","34.6"
"108","Georgetown","32","15-17","206","595","34.6"
"109","UNC Asheville","31","15-16","243","702","34.6"
"110","Winthrop","34","24-10","322","931","34.6"
"111","ETSU","34","30-4","260","752","34.6"
"112","Boise St.","32","20-12","269","780","34.5"
"113","Notre Dame","32","20-12","310","899","34.5"
"114","Drake","34","20-14","245","711","34.5"
"115","LIU Brooklyn","33","15-18","312","906","34.4"
"116","Kansas","31","28-3","199","578","34.4"
"117","Towson","32","19-13","210","610","34.4"
"118","Howard","33","4-29","247","718","34.4"
"119","St. Bonaventure","31","19-12","210","611","34.4"
"120","Bucknell","34","14-20","279","813","34.3"
"121","UTRGV","30","14-16","191","557","34.3"
"122","Kentucky","31","25-6","157","458","34.3"
"123","Lafayette","31","19-12","265","774","34.2"
"124","Longwood","32","14-18","293","856","34.2"
"125","Sam Houston St.","31","18-13","236","690","34.2"
"126","Saint Peter's","30","18-12","185","541","34.2"
"127","Northern Ill.","31","18-13","226","661","34.2"
"128","UC Santa Barbara","31","21-10","200","585","34.2"
"129","Eastern Ill.","32","17-15","215","629","34.2"
"130","Butler","31","22-9","212","621","34.1"
"131","Portland","32","9-23","216","633","34.1"
"132","UNCW","32","10-22","208","610","34.1"
"133","Marist","30","7-23","223","654","34.1"
"134","Hartford","33","18-15","253","742","34.1"
"135","Lipscomb","32","16-16","218","640","34.1"
"136","Valparaiso","35","19-16","287","843","34.0"
"137","Saint Louis","31","23-8","166","488","34.0"
"138","Fresno St.","30","11-19","284","835","34.0"
"139","Charlotte","29","16-13","185","544","34.0"
"140","American","30","16-14","206","606","34.0"
"141","North Dakota","33","15-18","259","762","34.0"
"142","Pacific","33","23-10","180","530","34.0"
"143","Rice","32","15-17","317","934","33.9"
"144","UMass Lowell","32","13-19","222","655","33.9"
"145","Michigan","31","19-12","247","729","33.9"
"146","Kent St.","32","20-12","268","791","33.9"
"","Miami (OH)","32","13-19","268","791","33.9"
"148","Southern Ill.","32","16-16","226","668","33.8"
"149","Western Ky.","30","20-10","212","627","33.8"
"150","Omaha","32","16-16","200","592","33.8"
"151","New Orleans","30","9-21","155","459","33.8"
"152","Arkansas St.","32","16-16","184","545","33.8"
"153","Bowling Green","31","21-10","242","717","33.8"
"154","UT Martin","29","9-20","218","646","33.7"
"155","UIC","35","18-17","252","747","33.7"
"156","IUPUI","32","7-25","254","753","33.7"
"157","Western Mich.","32","13-19","228","676","33.7"
"158","Minnesota","31","15-16","257","762","33.7"
"159","Houston","31","23-8","216","641","33.7"
"160","Nicholls St.","31","21-10","249","739","33.7"
"161","Idaho","32","8-24","156","463","33.7"
"162","Coastal Caro.","33","16-17","242","719","33.7"
"163","La Salle","30","15-15","240","714","33.6"
"164","Mississippi St.","31","20-11","161","479","33.6"
"165","Ball St.","31","18-13","283","842","33.6"
"166","California","32","14-18","160","477","33.5"
"167","Utah","31","16-15","219","653","33.5"
"168","Seton Hall","30","21-9","238","711","33.5"
"169","Lehigh","32","11-21","180","538","33.5"
"170","Texas","31","19-12","248","742","33.4"
"171","Middle Tenn.","31","8-23","255","763","33.4"
"172","La.-Monroe","29","9-20","180","539","33.4"
"173","Monmouth","31","18-13","227","680","33.4"
"174","Tulane","30","12-18","230","689","33.4"
"175","Arkansas","32","20-12","243","728","33.4"
"176","Oral Roberts","31","17-14","253","758","33.4"
"177","San Francisco","34","22-12","300","899","33.4"
"178","Stony Brook","33","20-13","274","822","33.3"
"","Vanderbilt","32","11-21","262","786","33.3"
"","Army West Point","30","15-15","215","645","33.3"
"181","Utah St.","34","26-8","248","745","33.3"
"182","Iona","29","12-17","224","673","33.3"
"183","Grand Canyon","30","13-17","180","541","33.3"
"184","Jacksonville St.","32","13-19","226","680","33.2"
"185","Hampton","34","15-19","213","641","33.2"
"186","Portland St.","32","18-14","208","626","33.2"
"187","Providence","31","19-12","225","678","33.2"
"188","New Hampshire","30","15-15","255","769","33.2"
"189","Penn","27","16-11","240","724","33.1"
"190","Binghamton","29","10-19","278","839","33.1"
"191","Samford","33","10-23","219","661","33.1"
"192","Tennessee Tech","31","9-22","257","776","33.1"
"193","Southern Utah","32","17-15","195","589","33.1"
"194","South Alabama","31","20-11","166","502","33.1"
"195","Cal St. Fullerton","31","11-20","194","587","33.0"
"196","Lamar University","32","17-15","189","572","33.0"
"197","Purdue","31","16-15","223","675","33.0"
"198","Stetson","33","16-17","180","545","33.0"
"199","Hawaii","30","17-13","215","652","33.0"
"200","Albany (NY)","32","14-18","255","774","32.9"
"201","Harvard","29","21-8","209","635","32.9"
"202","Syracuse","32","18-14","259","787","32.9"
"203","Memphis","31","21-10","204","620","32.9"
"204","Montana St.","31","16-15","175","532","32.9"
"205","Massachusetts","31","14-17","235","715","32.9"
"206","Ga. Southern","33","20-13","260","792","32.8"
"207","The Citadel","30","6-24","280","853","32.8"
"208","UAB","32","19-13","169","515","32.8"
"209","Wichita St.","31","23-8","244","744","32.8"
"210","Vermont","33","26-7","267","816","32.7"
"211","Fla. Atlantic","32","17-15","266","813","32.7"
"212","LSU","31","21-10","211","645","32.7"
"213","Sacred Heart","33","20-13","251","768","32.7"
"214","New Mexico","33","19-14","230","704","32.7"
"215","Indiana","32","20-12","176","540","32.6"
"216","Boston U.","34","21-13","224","688","32.6"
"217","Penn St.","31","21-10","249","765","32.5"
"","Texas St.","32","21-11","166","510","32.5"
"219","Washington","32","15-17","220","677","32.5"
"220","Cornell","27","7-20","194","597","32.5"
"221","Oregon St.","31","18-13","189","582","32.5"
"222","Charleston So.","32","14-18","258","795","32.5"
"223","UNC Greensboro","32","23-9","279","861","32.4"
"224","UConn","31","19-12","216","667","32.4"
"225","Central Mich.","32","14-18","247","763","32.4"
"226","SMU","30","19-11","236","730","32.3"
"227","UCF","30","16-14","213","659","32.3"
"228","Norfolk St.","31","16-15","243","752","32.3"
"229","UCLA","31","19-12","186","576","32.3"
"230","Arizona St.","31","20-11","227","703","32.3"
"231","Detroit Mercy","31","8-23","263","815","32.3"
"232","Buffalo","32","20-12","261","809","32.3"
"233","Temple","31","14-17","208","645","32.2"
"234","Presbyterian","32","10-22","197","611","32.2"
"235","Weber St.","32","12-20","213","661","32.2"
"236","Sacramento St.","30","16-14","151","469","32.2"
"237","Tulsa","31","21-10","182","566","32.2"
"238","Denver","31","7-24","162","504","32.1"
"239","Wyoming","33","9-24","260","809","32.1"
"240","USC Upstate","33","13-20","224","697","32.1"
"241","Louisiana","33","14-19","259","806","32.1"
"242","Evansville","32","9-23","241","750","32.1"
"243","Bryant","32","15-17","269","838","32.1"
"244","Eastern Ky.","33","16-17","268","835","32.1"
"245","St. John's (NY)","32","17-15","212","661","32.1"
"246","George Washington","32","12-20","235","733","32.1"
"247","Rider","30","18-12","184","574","32.1"
"248","Southeast Mo. St.","31","7-24","191","596","32.0"
"249","James Madison","30","9-21","231","721","32.0"
"250","Ole Miss","32","15-17","192","600","32.0"
"251","High Point","32","9-23","198","619","32.0"
"252","Loyola Maryland","32","15-17","212","663","32.0"
"253","Milwaukee","31","12-19","241","754","32.0"
"254","Dartmouth","29","12-17","201","629","32.0"
"255","Chicago St.","29","4-25","162","507","32.0"
"256","Bethune-Cookman","30","16-14","184","576","31.9"
"257","Jacksonville","32","14-18","205","642","31.9"
"258","UNLV","32","17-15","241","755","31.9"
"259","Cincinnati","30","20-10","197","618","31.9"
"260","NC State","32","20-12","222","697","31.9"
"261","Duquesne","30","21-9","235","738","31.8"
"262","Oklahoma","31","19-12","224","704","31.8"
"263","Holy Cross","32","3-29","219","689","31.8"
"264","Nebraska","32","7-25","253","796","31.8"
"265","Fordham","31","9-22","223","702","31.8"
"266","Miami (FL)","31","15-16","219","690","31.7"
"267","Wagner","29","8-21","204","644","31.7"
"268","Troy","31","9-22","261","824","31.7"
"269","UMBC","33","16-17","229","723","31.7"
"270","Iowa St.","32","12-20","227","718","31.6"
"271","Purdue Fort Wayne","33","14-19","274","867","31.6"
"272","Rhode Island","30","21-9","170","539","31.5"
"273","Oklahoma St.","32","18-14","189","600","31.5"
"274","Clemson","31","16-15","251","797","31.5"
"275","Delaware St.","32","6-26","249","791","31.5"
"276","FGCU","32","10-22","233","741","31.4"
"277","CSU Bakersfield","31","12-19","154","491","31.4"
"278","Southern U.","31","17-15","166","530","31.3"
"279","SIUE","31","8-23","176","562","31.3"
"280","Marshall","32","17-15","245","783","31.3"
"281","Kansas St.","32","11-21","213","681","31.3"
"282","Tennessee","31","17-14","187","598","31.3"
"283","DePaul","32","16-16","181","579","31.3"
"284","Northwestern","31","8-23","189","605","31.2"
"285","Georgia Tech","31","17-14","161","516","31.2"
"286","Xavier","32","19-13","207","664","31.2"
"287","Maryland","31","24-7","238","765","31.1"
"288","Central Ark.","31","10-21","231","744","31.0"
"289","Rutgers","31","20-11","172","554","31.0"
"290","South Carolina","31","18-13","174","561","31.0"
"291","UT Arlington","32","14-18","250","807","31.0"
"292","San Diego","32","9-23","196","633","31.0"
"293","Manhattan","31","13-18","210","679","30.9"
"294","Illinois","31","21-10","175","566","30.9"
"295","Abilene Christian","31","20-11","209","676","30.9"
"296","LMU (CA)","32","11-21","173","560","30.9"
"297","South Fla.","31","14-17","196","635","30.9"
"298","Washington St.","32","16-16","237","768","30.9"
"299","Youngstown St.","33","18-15","236","765","30.8"
"300","Mt. St. Mary's","32","11-21","209","678","30.8"
"301","Southern Miss.","31","9-22","163","529","30.8"
"302","Boston College","32","13-19","230","747","30.8"
"303","Seattle U","29","14-15","209","679","30.8"
"304","Grambling","32","17-15","155","506","30.6"
"305","Auburn","31","25-6","252","824","30.6"
"306","Prairie View","32","19-13","151","494","30.6"
"307","Northern Ky.","32","23-9","259","848","30.5"
"308","Brown","27","15-12","183","600","30.5"
"309","Texas Southern","32","16-16","168","552","30.4"
"310","North Carolina","33","14-19","181","595","30.4"
"311","George Mason","32","17-15","189","622","30.4"
"312","Virginia","30","23-7","170","560","30.4"
"313","Appalachian St.","33","18-15","212","699","30.3"
"314","Alabama St.","32","8-24","208","687","30.3"
"315","Utah Valley","30","11-19","192","635","30.2"
"316","NJIT","30","9-21","172","569","30.2"
"317","Canisius","32","12-20","193","639","30.2"
"318","Navy","30","14-16","194","644","30.1"
"319","Columbia","30","6-24","202","671","30.1"
"320","UTEP","32","17-15","212","705","30.1"
"321","Incarnate Word","31","9-22","187","623","30.0"
"322","Georgia","32","16-16","223","743","30.0"
"323","N.C. Central","31","18-13","182","608","29.9"
"324","South Carolina St.","29","11-18","146","489","29.9"
"325","San Jose St.","31","7-24","257","861","29.8"
"326","Saint Joseph's","32","6-26","287","965","29.7"
"327","Missouri","31","15-16","205","690","29.7"
"328","St. Francis Brooklyn","31","13-18","197","664","29.7"
"329","Southeastern La.","31","8-23","198","669","29.6"
"330","N.C. A&T","32","17-15","181","612","29.6"
"331","Oakland","33","14-19","204","690","29.6"
"332","Pittsburgh","33","16-17","175","592","29.6"
"333","Cleveland St.","32","11-21","120","408","29.4"
"334","Texas A&M","30","16-14","189","643","29.4"
"335","Mississippi Val.","30","3-27","246","837","29.4"
"336","Old Dominion","32","13-19","184","629","29.3"
"337","Morehead St.","32","13-19","184","639","28.8"
"338","West Virginia","31","21-10","155","542","28.6"
"339","Fairfield","32","12-20","138","486","28.4"
"340","Florida A&M","27","12-15","107","377","28.4"
"341","Maine","31","9-22","206","732","28.1"
"342","Coppin St.","31","11-20","247","878","28.1"
"343","Alabama A&M","30","8-22","154","548","28.1"
"344","East Carolina","31","11-20","162","577","28.1"
"345","Morgan St.","31","15-16","158","563","28.1"
"346","Eastern Mich.","32","16-16","180","643","28.0"
"347","Jackson St.","32","15-17","143","541","26.4"
"348","Ark.-Pine Bluff","30","4-26","113","429","26.3"
"349","UMES","32","5-27","187","745","25.1"
"350","Kennesaw St.","29","1-28","121","488","24.8"
Reclassifying
"NR","California Baptist","31","21-10","306","806","38.0"
"NR","North Ala.","30","13-17","208","612","34.0"
"NR","Merrimack","31","20-11","247","728","33.9"

NCAA Men's Basketball
Division IThree Pt FG Defense
Through Games 03/11/2020


"Rank","Name","GM","W-L","Opp 3FGA","Opp 3FG","Pct"
"1","Arkansas","32","20-12","602","164","27.2"
"2","Hartford","33","18-15","750","206","27.5"
"3","Bethune-Cookman","30","16-14","626","173","27.6"
"4","Northern Colo.","31","22-9","404","113","28.0"
"5","Memphis","31","21-10","690","193","28.0"
"6","Georgia St.","32","19-13","663","188","28.4"
"7","Georgia Tech","31","17-14","590","168","28.5"
"8","Houston","31","23-8","653","187","28.6"
"9","Michigan St.","31","22-9","707","203","28.7"
"10","N.C. A&T","32","17-15","737","212","28.8"
"11","FIU","32","19-13","709","204","28.8"
"12","West Virginia","31","21-10","629","181","28.8"
"13","Missouri","31","15-16","601","173","28.8"
"14","UIC","35","18-17","799","232","29.0"
"15","Ole Miss","32","15-17","607","177","29.2"
"16","Liberty","34","30-4","668","195","29.2"
"17","Virginia","30","23-7","663","194","29.3"
"18","Northern Ky.","32","23-9","632","185","29.3"
"19","Stanford","32","20-12","659","195","29.6"
"20","UT Arlington","32","14-18","662","196","29.6"
"21","South Carolina","31","18-13","665","197","29.6"
"22","Rhode Island","30","21-9","677","201","29.7"
"23","UMKC","30","16-14","511","152","29.7"
"24","Nevada","31","19-12","826","246","29.8"
"25","Abilene Christian","31","20-11","517","154","29.8"
"26","San Diego St.","32","30-2","715","213","29.8"
"27","Prairie View","32","19-13","634","189","29.8"
"28","Boise St.","32","20-12","710","212","29.9"
"29","Oklahoma St.","32","18-14","800","239","29.9"
"","Tulsa","31","21-10","800","239","29.9"
"31","N.C. Central","31","18-13","686","205","29.9"
"32","Duke","31","25-6","501","150","29.9"
"33","Western Ky.","30","20-10","720","216","30.0"
"34","La Salle","30","15-15","623","187","30.0"
"35","Jacksonville","32","14-18","736","221","30.0"
"36","ETSU","34","30-4","692","208","30.1"
"37","Wright St.","32","25-7","665","200","30.1"
"38","Norfolk St.","31","16-15","684","206","30.1"
"39","Louisville","31","24-7","727","219","30.1"
"40","Duquesne","30","21-9","637","192","30.1"
"41","Wichita St.","31","23-8","603","182","30.2"
"42","Fordham","31","9-22","770","233","30.3"
"43","Ga. Southern","33","20-13","732","222","30.3"
"44","Akron","31","24-7","636","193","30.3"
"45","Southern Utah","32","17-15","634","193","30.4"
"46","Richmond","31","24-7","732","223","30.5"
"47","Hofstra","34","26-8","735","224","30.5"
"48","Xavier","32","19-13","689","210","30.5"
"49","UTEP","32","17-15","656","200","30.5"
"50","Purdue","31","16-15","698","213","30.5"
"51","Northern Ill.","31","18-13","750","229","30.5"
"","Kansas","31","28-3","750","229","30.5"
"53","Nicholls St.","31","21-10","576","176","30.6"
"54","Florida A&M","27","12-15","533","163","30.6"
"55","South Dakota St.","32","22-10","755","231","30.6"
"56","Minnesota","31","15-16","577","177","30.7"
"57","Ball St.","31","18-13","593","182","30.7"
"58","Kentucky","31","25-6","697","214","30.7"
"59","Morgan St.","31","15-16","666","205","30.8"
"60","BYU","32","24-8","626","193","30.8"
"61","Campbell","31","15-16","551","170","30.9"
"62","Furman","32","25-7","742","229","30.9"
"63","Ark.-Pine Bluff","30","4-26","589","182","30.9"
"64","Yale","30","23-7","718","222","30.9"
"65","New Hampshire","30","15-15","646","200","31.0"
"66","Temple","31","14-17","775","240","31.0"
"67","Texas Tech","31","18-13","600","186","31.0"
"68","Bryant","32","15-17","706","219","31.0"
"69","Colgate","34","25-9","780","242","31.0"
"70","Murray St.","32","23-9","666","207","31.1"
"71","Providence","31","19-12","624","194","31.1"
"72","Baylor","30","26-4","566","176","31.1"
"73","Tennessee St.","33","18-15","730","227","31.1"
"74","Rutgers","31","20-11","733","228","31.1"
"75","Western Caro.","31","19-12","781","243","31.1"
"76","Arizona","32","21-11","677","211","31.2"
"77","Louisiana Tech","30","22-8","667","208","31.2"
"78","Lafayette","31","19-12","683","213","31.2"
"79","Washington","32","15-17","734","229","31.2"
"80","Mississippi St.","31","20-11","641","200","31.2"
"81","Alabama","31","16-15","695","217","31.2"
"82","Southern California","31","22-9","741","232","31.3"
"83","Drexel","33","14-19","578","181","31.3"
"84","Southern U.","31","17-15","513","161","31.4"
"85","Utah St.","34","26-8","841","264","31.4"
"86","A&M-Corpus Christi","32","14-18","621","195","31.4"
"87","Creighton","31","24-7","738","232","31.4"
"88","Chattanooga","33","20-13","693","218","31.5"
"89","Southern Ill.","32","16-16","610","192","31.5"
"90","George Mason","32","17-15","692","218","31.5"
"91","Washington St.","32","16-16","584","184","31.5"
"92","La.-Monroe","29","9-20","622","196","31.5"
"93","Bradley","34","23-11","839","265","31.6"
"94","Montana St.","31","16-15","731","231","31.6"
"95","Buffalo","32","20-12","693","219","31.6"
"96","Sam Houston St.","31","18-13","740","234","31.6"
"97","NC State","32","20-12","610","193","31.6"
"98","Seattle U","29","14-15","597","189","31.7"
"99","St. John's (NY)","32","17-15","799","253","31.7"
"100","Vermont","33","26-7","732","232","31.7"
"101","UCF","30","16-14","637","202","31.7"
"102","Eastern Ky.","33","16-17","687","218","31.7"
"","Florida St.","31","26-5","687","218","31.7"
"104","San Diego","32","9-23","608","193","31.7"
"105","North Florida","33","21-12","494","157","31.8"
"106","Texas St.","32","21-11","638","203","31.8"
"107","Siena","30","20-10","606","193","31.8"
"108","American","30","16-14","527","168","31.9"
"109","UMBC","33","16-17","825","263","31.9"
"110","Maine","31","9-22","768","245","31.9"
"111","Indiana St.","30","18-12","595","190","31.9"
"112","Charlotte","29","16-13","626","200","31.9"
"113","Seton Hall","30","21-9","616","197","32.0"
"114","Gonzaga","33","31-2","691","221","32.0"
"115","Mercer","32","17-15","741","237","32.0"
"116","VMI","33","9-24","740","237","32.0"
"117","Iowa","31","20-11","758","243","32.1"
"118","Sacramento St.","30","16-14","446","143","32.1"
"119","Saint Peter's","30","18-12","570","183","32.1"
"120","Syracuse","32","18-14","895","288","32.2"
"121","Robert Morris","34","20-14","671","216","32.2"
"122","Texas","31","19-12","472","152","32.2"
"123","Denver","31","7-24","776","250","32.2"
"124","Idaho St.","30","8-22","481","155","32.2"
"125","Virginia Tech","32","16-16","788","254","32.2"
"126","Indiana","32","20-12","698","225","32.2"
"127","Winthrop","34","24-10","729","235","32.2"
"128","Morehead St.","32","13-19","716","231","32.3"
"129","Utah Valley","30","11-19","533","172","32.3"
"130","Alabama A&M","30","8-22","598","193","32.3"
"131","Dartmouth","29","12-17","700","226","32.3"
"132","Marquette","30","18-12","641","207","32.3"
"133","Saint Louis","31","23-8","675","218","32.3"
"134","Towson","32","19-13","774","250","32.3"
"135","Appalachian St.","33","18-15","746","241","32.3"
"136","New Mexico St.","31","25-6","585","189","32.3"
"137","Georgia","32","16-16","687","222","32.3"
"138","Michigan","31","19-12","535","173","32.3"
"139","UNCW","32","10-22","723","234","32.4"
"140","Bucknell","34","14-20","620","201","32.4"
"141","Rider","30","18-12","767","249","32.5"
"142","Villanova","31","24-7","579","188","32.5"
"143","North Dakota St.","33","25-8","591","192","32.5"
"144","Loyola Maryland","32","15-17","763","248","32.5"
"145","Maryland","31","24-7","698","227","32.5"
"146","Auburn","31","25-6","667","217","32.5"
"147","Florida","31","19-12","605","197","32.6"
"148","Radford","32","21-11","789","257","32.6"
"149","Clemson","31","16-15","749","244","32.6"
"150","Boston U.","34","21-13","690","225","32.6"
"","Jacksonville St.","32","13-19","690","225","32.6"
"152","Penn St.","31","21-10","604","197","32.6"
"153","Oregon","31","24-7","723","236","32.6"
"154","LMU (CA)","32","11-21","753","246","32.7"
"155","Rice","32","15-17","761","249","32.7"
"156","Col. of Charleston","31","17-14","660","216","32.7"
"157","Texas A&M","30","16-14","834","273","32.7"
"158","Ohio St.","31","21-10","684","224","32.7"
"159","Southeastern La.","31","8-23","631","207","32.8"
"160","Oakland","33","14-19","862","283","32.8"
"161","Northeastern","33","17-16","664","218","32.8"
"162","St. Bonaventure","31","19-12","779","256","32.9"
"163","Ohio","32","17-15","727","239","32.9"
"164","Idaho","32","8-24","739","243","32.9"
"165","Grambling","32","17-15","708","233","32.9"
"166","Bowling Green","31","21-10","726","239","32.9"
"167","Brown","27","15-12","568","187","32.9"
"168","Alabama St.","32","8-24","613","202","33.0"
"169","Lehigh","32","11-21","789","260","33.0"
"170","Belmont","33","26-7","704","232","33.0"
"171","SIUE","31","8-23","716","236","33.0"
"172","Wyoming","33","9-24","764","252","33.0"
"173","Dayton","31","29-2","588","194","33.0"
"174","Alcorn","30","15-15","606","200","33.0"
"175","UConn","31","19-12","524","173","33.0"
"176","Butler","31","22-9","642","212","33.0"
"177","Kansas St.","32","11-21","660","218","33.0"
"178","Massachusetts","31","14-17","560","185","33.0"
"","George Washington","32","12-20","560","185","33.0"
"180","Tennessee","31","17-14","590","195","33.1"
"","Harvard","29","21-8","590","195","33.1"
"182","Western Mich.","32","13-19","720","238","33.1"
"183","Marshall","32","17-15","665","220","33.1"
"184","Arizona St.","31","20-11","686","227","33.1"
"185","Wisconsin","31","21-10","568","188","33.1"
"186","Columbia","30","6-24","711","236","33.2"
"187","Illinois","31","21-10","602","200","33.2"
"188","Davidson","30","16-14","613","204","33.3"
"189","Gardner-Webb","32","16-16","799","266","33.3"
"190","Wofford","35","19-16","829","276","33.3"
"191","Wake Forest","31","13-18","660","220","33.3"
"","Sacred Heart","33","20-13","705","235","33.3"
"","Nebraska","32","7-25","828","276","33.3"
"","UNI","31","25-6","669","223","33.3"
"","Santa Clara","33","20-13","636","212","33.3"
"196","Coppin St.","31","11-20","794","265","33.4"
"197","LIU Brooklyn","33","15-18","761","254","33.4"
"198","Boston College","32","13-19","686","229","33.4"
"199","South Fla.","31","14-17","620","207","33.4"
"200","Cal St. Fullerton","31","11-20","575","192","33.4"
"201","Stony Brook","33","20-13","822","275","33.5"
"202","Penn","27","16-11","523","175","33.5"
"203","UAB","32","19-13","738","247","33.5"
"204","Kent St.","32","20-12","699","234","33.5"
"205","Southern Miss.","31","9-22","842","282","33.5"
"206","UNLV","32","17-15","752","252","33.5"
"207","Oral Roberts","31","17-14","719","241","33.5"
"208","Binghamton","29","10-19","692","232","33.5"
"209","Charleston So.","32","14-18","680","228","33.5"
"210","Jackson St.","32","15-17","554","186","33.6"
"211","Oklahoma","31","19-12","780","262","33.6"
"212","Saint Francis (PA)","32","22-10","744","250","33.6"
"213","North Carolina","33","14-19","824","277","33.6"
"214","Portland St.","32","18-14","583","196","33.6"
"215","DePaul","32","16-16","773","260","33.6"
"216","Notre Dame","32","20-12","728","245","33.7"
"217","Cincinnati","30","20-10","621","209","33.7"
"218","UMES","32","5-27","688","232","33.7"
"219","Illinois St.","31","10-21","685","231","33.7"
"","Cleveland St.","32","11-21","685","231","33.7"
"221","East Carolina","31","11-20","753","254","33.7"
"222","VCU","31","18-13","578","195","33.7"
"223","Stetson","33","16-17","865","292","33.8"
"224","Missouri St.","33","16-17","705","238","33.8"
"","Troy","31","9-22","705","238","33.8"
"226","UMass Lowell","32","13-19","702","237","33.8"
"227","Montana","31","18-13","518","175","33.8"
"228","Old Dominion","32","13-19","787","266","33.8"
"229","Portland","32","9-23","781","264","33.8"
"230","Saint Mary's (CA)","34","26-8","603","204","33.8"
"231","FGCU","32","10-22","668","226","33.8"
"232","Hawaii","30","17-13","449","152","33.9"
"233","Pacific","33","23-10","617","209","33.9"
"234","Navy","30","14-16","652","221","33.9"
"235","Fla. Atlantic","32","17-15","696","236","33.9"
"236","Miami (FL)","31","15-16","675","229","33.9"
"237","Pittsburgh","33","16-17","728","247","33.9"
"238","NJIT","30","9-21","580","197","34.0"
"239","Louisiana","33","14-19","730","248","34.0"
"240","Northwestern","31","8-23","777","264","34.0"
"241","Lamar University","32","17-15","706","240","34.0"
"242","Tulane","30","12-18","732","249","34.0"
"243","UC Davis","32","14-18","676","230","34.0"
"244","Eastern Wash.","31","23-8","614","209","34.0"
"245","Coastal Caro.","33","16-17","849","289","34.0"
"246","South Carolina St.","29","11-18","602","205","34.1"
"247","Mississippi Val.","30","3-27","701","239","34.1"
"248","The Citadel","30","6-24","838","286","34.1"
"249","UNC Greensboro","32","23-9","662","226","34.1"
"250","Northwestern St.","30","15-15","670","229","34.2"
"251","Colorado","32","21-11","588","201","34.2"
"252","Colorado St.","32","20-12","815","279","34.2"
"253","Marist","30","7-23","666","228","34.2"
"254","UTSA","32","13-19","762","261","34.3"
"255","Fairleigh Dickinson","30","11-19","724","248","34.3"
"256","SFA","31","28-3","613","210","34.3"
"257","South Alabama","31","20-11","814","279","34.3"
"258","Albany (NY)","32","14-18","732","251","34.3"
"259","Incarnate Word","31","9-22","624","214","34.3"
"260","Texas Southern","32","16-16","691","237","34.3"
"261","Eastern Mich.","32","16-16","819","281","34.3"
"262","Youngstown St.","33","18-15","646","222","34.4"
"263","Arkansas St.","32","16-16","605","208","34.4"
"264","Toledo","32","17-15","727","250","34.4"
"265","Monmouth","31","18-13","689","237","34.4"
"266","SMU","30","19-11","741","255","34.4"
"267","Princeton","27","14-13","462","159","34.4"
"268","Green Bay","33","17-16","839","289","34.4"
"269","LSU","31","21-10","804","277","34.5"
